artist_id,artist_name
117,"Aoi Teshima"
118,"Emma Heesters"
119,"Jae Hall"
120,"A Fine Frenzy"
121,"Roses & Frey"
122,"Aidan Hawken"
123,"The Rescues"
124,"Ivan & Alyosha"
125,"Austin Plaine"
126,Plamina
127,"Imaginary Future"
128,"Phillip LaRue"
129,"krissy & ericka"
130,"Takehara Pistol"
131,"Allman Brown"
132,"Liz Lawrence"
133,"Eddy Tyler"
134,"Joy Williams"
135,Lusaint
136,"Sarah Hyland"
137,"Mother's Daughter"
138,"Beck Pete"
139,"The Perishers"
140,Madysyn
141,"Matt Johnson"
142,"Jaclyn Davies"
143,"Greg Laswell"
144,"Sara Phillips"
145,"Joe Brooks"
146,"Masaharu Fukuyama"
147,"James TW"
148,"Ciaran Lavery"
149,"John Frusciante"
150,"Sara Farell"
151,AJR
152,"Rodrigo y Gabriela"
153,"Front Porch Step"
154,"Eric Hutchinson"
155,"Brett Dennen"
156,"Rail Yard Ghosts"
157,"The Bridge City Sinners"
158,"Frank Turner"
159,"Matt Costa"
160,"Ichiko Aoba"
161,Meiko
162,"Erin McCarley"
163,"Isabella Celander"
164,"Amber Leigh Irish"
165,"Jess Penner"
166,"Daniel Robinson"
167,"Yosui Inoue"
168,"Tamio Okuda"
169,Celine
170,"Blame Jones"
171,"Matt White"
172,"Madi Diaz"
173,"Tristan Prettyman"
174,"Mark Oblea"
175,"Hanare Gumi"
176,"Benedict Cumberbatch"
177,"RENT STRIKE"
178,"Mischief Brew"
179,"Grace George"
180,"Jack Savoretti"
181,"Richard Walters"
182,Kaiak
183,"Viktoria Tolstoy"
184,"Bailey Rushlow"
185,"Wayne Mack"
186,Aimyon
187,"Sungha Jung"
188,"Zee Avi"
189,"Joshua Radin"
190,"Bailey Pelkman"
191,"Randy Rektor"
192,"Tres Hermanas"
193,"Dave Van Ronk"
194,"Josh Klinghoffer"
195,"Freddie Boatright"
196,AcousticTrench
197,"Lee DeWyze"
198,"Clementine Duo"
199,"Brandon Chase"
200,"Austin Basham"
201,Eastmountainsouth
202,"Peter Bradley Adams"
203,"Suy Galvez"
204,"Howlin' Wolf"
205,"Buddy Guy"
206,"Bonnie Raitt"
207,"Mance Lipscomb"
208,"Violent Femmes"
209,"Drei Rana"
210,"Selena Marie"
211,"Harley Poe"
212,"Trevor Hall"
213,Marieme
214,"Colin & Caroline"
215,"Ysabelle Cuevas"
216,"Ethan Loukas"
217,"Janine Teñoso"
218,"Penny and Sparrow"
219,"Sonny Boy Williamson II"
220,"Shannon & Keast"
221,"Mia Rollo"
222,AJJ
223,"SANNA NORTH"
224,"Pigeon Pit"
225,"Kris Allen"
226,Lúc
227,"Edy Hafler"
228,"Mat Kearney"
229,"Simon Samaeng"
230,"Sakura Fujiwara"
231,"Eddie van der Meer"
232,"Maris Racal"
233,"Apes of the State"
234,"Gail Blanco"
235,"Emilie Mover"
236,"William Fitzsimmons"
237,"Vivid Color"
238,"Albert Collins"
239,"Jon McLaughlin"
240,"EJ De Perio"
241,"Beyond The Guitar"
242,"Hannah's Yard"
243,Vendredi
244,Son&Dad
245,"Chris Cresswell"
246,"Chuck Ragan"
247,"Tim Vantol"
248,"Chad Hates George"
249,"Acoustic Guitar Collective"
250,"Jules Larson"
251,"Rosi Golan"
252,"Cat Power"
253,"Will Moore"
254,"C.W. Stoneking"
255,Johnnyswim
256,"Drew Holcomb"
257,"Ellie Holcomb"
258,"Marc Broussard"
259,"Juicy Karkass"
260,"Mindy Smith"
261,"Anya Marina"
262,SafetySuit
263,"Hannah Trigwell"
264,Futuristic
265,"Filip Nordin"
266,"John Legend"
267,"Melvin Taylor"
268,"Lucky Peterson"
269,"Titus Williams"
270,"Ray 'Killer' Allison"
271,"Luther Allison"
272,"We The Heathens"
273,"Ramshackle Glory"
274,"Eric Lumiere"
275,"Carly Lyman"
276,"Jason Lux"
277,"Michelle Featherstone"
278,"Big Mama Thornton"
279,Neulore
280,"Nathan Angelo"
281,"Andrew Ripp"
282,"Covers Culture"
283,"Acoustic Covers Culture"
284,"Lounge Covers Culture Of Popular Songs"
285,"Keisha White"
286,"Beans on Toast"
287,"Not Half Bad"
288,"Defiance, Ohio"
289,NORMANDY
290,"Lynn Miller"
291,"Parker Jenkins"
292,"Sunset & Highland"
293,"Shikao Suga"
294,"Guus Dielissen"
295,"Naotaro Moriyama"
296,"Postcards & Polaroids"
297,"Sad Boy"
298,"Yu Takahashi"
299,"Unkle Bob"
300,"The Cameron Collective"
301,Kurei
302,"Little Walter"
303,"Matt Pless"
304,"Jay Filson"
305,"Ankle Grease"
306,"John Elliott"
307,"Taylor Manns"
308,"Zak Manley"
309,"Linn Brikell"
310,"Rosie Thomas"
311,"The Shins"
312,"Sufjan Stevens"
313,"Josh Ottum"
314,"Celestial Conscience"
315,Erato
316,"Charlotte Almgren"
317,"Caj Morgan"
318,"Kazuyoshi Saito"
319,"Brendan James"
320,"Calibretto 13"
321,"Laura Jane Grace"
322,"Derek Trucks"
323,"Grace Petrie"
324,"Salty Snacks"
325,"Alex Goot"
326,"Michael Logen"
327,"Ice Seguerra"
328,"Jimmy Rogers"
329,"Steve Pulvers"
330,"Stephan Baulig"
331,"Rory Block"
332,Bobbylene
333,"Joey Cape"
334,"Cannon's Jug Stompers"
335,ELLE
336,"J.J. Grey"
337,"Chrissy Dave"
338,"J-Que Beenz"
339,"Roberto Diana"
340,Muniesa
341,Bootstraps
342,"Graham Colton"
343,"Stephanie Briggs"
344,Correatown
345,Aberola
346,She/Her/hers
347,"Corporate Hearts"
348,"Dan Andriano in the Emergency Room"
349,Limoblaze
350,Lecrae
351,Happi
352,Criolo
353,Rael
354,BaianaSystem
355,"Plastilina Mosh"
356,BNegão
357,"MC Hariel"
358,Liniker
359,"Maria Vilani"
360,"Jaques Morelenbaum"
361,"Jorge Drexler"
362,"Sebastián Prada"
363,Emicida
364,"Mano Brown"
365,"Liz Reis"
366,"Evandro Fióti"
367,Juanafé
368,"Milton Nascimento"
369,"Samuca e a Selva"
370,"Jackie Mittoo"
371,Pompi
372,"Menahan Street Band"
373,"Los Pirañas"
374,"Orquestra Afrosinfônica"
375,Makavelli
376,Jaymitta
377,"Buguinha Dub"
378,Curumin
379,Edgar
380,"Los Amigos Invisibles"
381,"Gal Costa"
382,"Metá Metá"
383,"Cássia Eller"
384,"Samba de Lata de Tijuaçú"
385,VANDAL
386,Mandrill
387,"Luedji Luna"
388,"As Ganhadeiras de Itapuã"
389,"Hugh Masekela"
390,"Manu Dibango"
391,"Ernest Ranglin"
392,"Calle 13"
393,"El Michels Affair"
394,"Ali Farka Touré"
395,"Toumani Diabaté"
396,"Antonio Carlos & Jocafi"
397,Ferraz
398,Afrocidade
399,OQuadro
400,Dimak
401,"Nomade Orquestra"
402,"Russo Passapusso"
403,"Nação Zumbi"
404,Romperayo
405,"William Onyeabor"
406,Carolaine
407,"Bixiga 70"
408,"Orquestra Brasileira de Música Jamaicana"
409,"Tony Allen"
410,"Gugu Shezi"
411,"CalledOut Music"
412,"Bang Data"
413,QUITAPENAS
414,"Morbo y Mambo"
415,"Letta Mbulu"
416,"Damon Albarn"
417,Subhira
418,"La Misa Negra"
419,"Demian Rodríguez"
420,"Newen Afrobeat"
421,C-Funk
422,Mcklopedia
423,"El Hijo De La Cumbia"
424,"Bule Bule"
425,Rapadura
426,"The Budos Band"
427,"Roberto Mendes"
428,"Claudia Manzo"
429,"The New Mastersounds"
430,Spellbinder
431,"Moses Bliss"
432,Emandiong
433,"Mulatu Astatke"
434,"TJ Cream"
435,Caê
436,"Jor'dan Armstrong"
437,"Sarah Téibo"
438,"Sigag Lauren"
439,"Paola Carla"
440,Timoneki
441,"Silvana Estrada"
442,"Becca Folkes"
443,"Thiago França"
444,"Money Chicha"
445,Breakestra
446,Africania
447,Superthriller
448,"Abayomy Afrobeat Orquestra"
449,"Tonho Matéria"
450,Céu
451,"Prinx Emmanuel"
452,"Grace Lokwa"
453,Cymande
454,Monophonics
455,"Kelly Finnigan"
456,Amplexos
457,Digitaldubs
458,"Leão Etíope do Méier"
459,Lenine
460,Choklate
461,"The Bongo Hop"
462,Dafuniks
463,"La Cumbia Chicharra"
464,"Emilie Rambaud"
465,"Fela Kuti"
466,Orgone
467,"Grupo Fantasma"
468,Maikcel
469,"La Flor del Recuerdo"
470,"Carmen Lienqueo"
471,"Lack Of Afro"
472,Wax
473,"Herbal T"
474,Illy
475,"Eddie Roberts"
476,"Lamar Williams Jr."
477,"Jay Mitta"
478,Kinky
479,"Los Auténticos Decadentes"
480,Tropkillaz
481,"The Bamboos"
482,Kutiman
483,"Doctor Flake"
484,"Saundra Williams"
485,Ozoro
486,Nathanael
487,Voilaaa
488,"Pat Kalla"
489,"Big Ty"
490,Markis
491,"The Poets Of Rhythm"
492,"Fred Hammond"
493,"Andres Nusser"
494,Hawa
495,"Fouley Badiaga"
496,"Son Palenque"
497,Cerrero
498,"El León Pardo"
499,Washington
500,"Ikebe Shakedown"
501,Nosa
502,"The Mighty Imperials"
503,"Nidia Gongora"
504,Otto
505,"Wganda Kenya"
506,"Ada Ehi"
507,Osibisa
508,"Nero X"
509,Marko
510,Angeloh
511,S.O
512,"Lijadu Sisters"
513,Brownout
514,"Orlando Julius"
515,Speedometer
516,"Eddie Neblett"
517,"Jorge Du Peixe"
518,"São Paulo Ska Jazz"
519,"Ken Stewart"
520,"Lafayette Afro Rock Band"
521,"Femi Kuti"
522,"Michael Masser"
523,"Oscar D'León"
524,Marizu
525,ATR
526,"Orchestra Baobab"
527,ST-Saint
528,"Mark Asari"
529,Reblah
530,678NATH
531,"Raptist & Marko"
532,"Leslie Skye"
533,"Zelijah & Konola"
534,Gtay
535,"Nizzy Nath"
536,"JL Poleon"
537,"A Mose"
538,TBabz
539,"Sir Jean"
540,"Les Mamans du Congo"
541,RROBIN
542,"João Selva"
543,"Ocote Soul Sounds"
544,"Oba Reengy"
545,Yoski
546,"Orquestra Voadora"
547,"Ada Betsabe"
548,Principal
549,Tneek
550,"Star Feminine Band"
551,Rehmahz
552,"Asha Elia"
553,"Victor Rice"
554,"The Souljazz Orchestra"
555,Ondatrópica
556,"Thee Commons"
557,"Kiko Dinucci e Bando Afro Macarrônico"
558,"Gyedu-Blay Ambolley"
559,Onã
560,"Roxie Ray"
561,"Ebo Taylor"
562,Greyboy
563,"Nino Moschella"
564,"Rex Williams"
565,"Akalé Wubé"
566,Ilover
567,"Dj Horphuray"
568,"Jason Nicholson-Porter"
569,"Tehillah Daniels"
570,Naffymar
571,"Jaron Nurse"
572,Bantunagojeje
573,"The Sound Stylistics"
574,"The Soul Snatchers"
575,"Vaudou Game"
576,"Greatman Takit"
577,Euforquestra
578,"Kyle Hollingsworth"
579,Eben
580,"The Dynamics"
581,"Piya Malik"
582,Matata
583,"Jungle Fire"
584,Buyepongo
585,Lass
586,"Wayne Gidden"
587,"Ricardo Lemvo"
588,"Foli Griô Orquestra"
589,"DJ Vinimax"
590,"Cebolinha do Passinho"
591,"Makina Loca"
592,"Brown Sabbath"
593,"Aaron Behrens"
594,"The Heliocentrics"
595,"Lowell Pye"
596,Mulú
597,"Le Super Mojo"
598,Bosq
599,"Rubén Blades"
600,"La Chilinga"
601,"Julian Assange"
602,"Tom Morello"
603,"Kamilya Jubran"
604,Edz
605,Iconili
606,Hektombe
607,Sharyn
608,Qyubi
609,"Totó La Momposina"
610,"Susana Baca"
611,"Maria Rita"
612,BANTU
613,Megaloh
614,"Ghanaian Stallion"
615,Soothsayers
616,"Renaud Bilombo"
617,Patchworks
618,"Nildes Bomfim"
619,"Alan Evans"
620,"Cuarteto Patria"
621,"La Dame Blanche"
622,"Warsaw Afrobeat Orchestra"
623,Höröyá
624,"Lee Fields"
625,"The Shacks"
626,"Hot Chip"
627,"Lefties Soul Connection"
628,Sambabook
629,"J Prince"
630,"Alogte Oho & His Sounds of Joy"
631,"Bacao Rhythm & Steel Band"
632,"Village Cuts"
633,"Felipe Gordon"
634,"Pacific Express"
635,"Jonathan Bulter"
636,Nolly
637,"The Vaccines"
638,"John Hill"
639,"Rich Costey"
640,"The Sorcerers"
641,"Cyril Neville"
642,"King Sunny Ade"
643,"Silvio Rodríguez"
644,"La BOA"
645,IFÁ
646,"Okwei V. Odili"
647,"Whitefield Brothers"
648,"Mateus Aleluia"
649,"Black Coffee"
650,"Mahal Pita"
651,"Tim Bowman Jr."
652,"The Shaolin Afronauts"
653,"Manoel Cordeiro"
654,"Jeff Franca"
655,Dekel
656,"Johnny Drille"
657,"First Fire"
658,"Elikem Kofi"
659,"Dos Santos"
660,"Zé Bigode Orquestra"
661,"Carlos Malta"
662,"Dofono de Omulu"
663,"Ekedi Nicinha"
664,"Chief Checker"
665,Lo'Jo
666,"Vincent Ségal"
667,"Robert Wyatt"
668,"The Mauskovic Dance Band"
669,ÀTTØØXXÁ
670,"Nathaniel Bassey"
671,"Chico Mann"
672,Quantic
673,"Beloved Music"
674,"Triple O"
675,"Maga Bo"
676,"The Sugarman 3"
677,"Joseph Henry"
678,"Emma Noble"
679,Guinu
680,Uhuru-Yenzu
681,TB1
682,"Louis Pascal"
683,"Oneness Of Juju"
684,"Mestre Camaleão"
685,Jlyricz
686,Monomono
687,"Tony Allen With Africa 70"
688,"Girma Bèyènè"
689,"Niña Dioz"
690,Shigeto
691,"Geraldo Pino"
692,"The Heartbeats"
693,Ty
694,"El Rego"
695,"Kill Emil"
696,Antibalas
697,"Lara George"
698,Nomo
699,Assagai
700,"Rama Traore"
701,JKriv
702,"The Funkees"
703,"Pat Thomas"
704,"Henrik Schwarz"
705,"Buena Onda Reggae Club"
706,"The Daktaris"
707,"Alex Maas"
708,"Camila Recchio"
709,DIXSON
710,"Bola Johnson"
711,"Afrika 70"
712,Azarel
713,Leor
714,"Edem Evangelist"
715,"Nkumba System"
716,"Mamani Keïta"
717,"Captain Planet"
718,cacique'97
719,"Joshua Ali"
720,"Zem Audu"
721,"Dele Ojo"
722,"The Polyversal Souls"
723,"Sir Frank Karikari"
724,T$unami811
725,"Los Celestinos"
726,"Kylie Auldist"
727,"Gil Joe"
728,"Elif Çağlar"
729,"Bing Ji Ling"
730,"Elliott Cole"
731,"Ceci Bastida"
732,"Lido Pimienta"
733,"Gilles Peterson's Havana Cultura Band"
734,"Ria Currie"
735,"Meridian Brothers"
736,"The Neighbourhood"
737,MGMT
738,"Sam Tinnesz"
739,"Yacht Money"
740,Nirvana
741,KALEO
742,"The Score"
743,grandson
744,"WALK THE MOON"
745,"Red Hot Chili Peppers"
746,"The Killers"
747,"Phoebe Bridgers"
748,Nickelback
749,Weezer
750,"Armin van Buuren"
751,"Benno De Goeij"
752,Deftones
753,"Toni Halliday"
754,"Ryan Pardey"
755,"Julieta Venegas"
756,"The Offspring"
757,Syd
758,"The 1975"
759,Radiohead
760,Hoobastank
761,"The White Stripes"
762,"Thousand Foot Krutch"
763,"Dominic Fike"
764,Zendaya
765,R.E.M.
766,Zoé
767,Skillet
768,"The Smashing Pumpkins"
769,"Los Enanitos Verdes"
770,Korn
771,"Fitz and The Tantrums"
772,"Ashes Remain"
773,"3 Doors Down"
774,"X Ambassadors"
775,"Jensen McRae"
776,"Counting Crows"
777,"Andrés Calamaro"
778,"Alejandro Sanz"
779,"Sebastian Yatra"
780,Leiva
781,"Ivan Ferreiro"
782,"Vanessa Carlton"
783,Megadeth
784,Volbeat
785,"Julio Iglesias"
786,Vicentico
787,"The Black Keys"
788,"Queens of the Stone Age"
789,Juanes
790,"Niño Josele"
791,"Carlos Vives"
792,"Hillsong UNITED"
793,TAYA
794,"Yeah Yeah Yeahs"
795,A-Trak
796,Duman
797,"Marilyn Manson"
798,Blur
799,Babasónicos
800,Grouplove
801,"Shinsei Kamattechan"
802,"Neon Trees"
803,"The Seige"
804,"The Strokes"
805,Creed
806,"Matt Redman"
807,"The EverLove"
808,"Charlie Brown Jr."
809,"Young the Giant"
810,"No Doubt"
811,"Jimmy Eat World"
812,Pantera
813,"Dave Audé"
814,"Bounty Killer"
815,Soundgarden
816,"Stone Temple Pilots"
817,"Poets of the Fall"
818,"Welshly Arms"
819,Willyecho
820,"King Kavalier"
821,"The Afters"
822,"Smash Mouth"
823,Godsmack
824,"Detonautas Roque Clube"
825,"Rob Zombie"
826,"Ozzy Osbourne"
827,"The Verve"
828,Pixies
829,"Mazzy Star"
830,"Franz Ferdinand"
831,"Adam Jensen"
832,"Bullet For My Valentine"
833,"Royal Blood"
834,"Chris Tomlin"
835,"Lauren Daigle"
836,"Audrey Assad"
837,"Los Prisioneros"
838,"Aleks Syntek"
839,"La Ley"
840,"Fito Paez"
841,Molotov
842,"You Me At Six"
843,lovelytheband
844,"Papa Roach"
845,"Porcupine Tree"
846,Layto
847,Neoni
848,"Rage Against The Machine"
849,"Foo Fighters"
850,Arcane
851,"League of Legends"
852,"The Phantoms"
853,"Bishop Briggs"
854,Lifehouse
855,Staind
856,"Third Eye Blind"
857,"Los Caligaris"
858,"Pato Fu"
859,Bush
860,"Barns Courtney"
861,"Lennon Stella"
862,"Joy Division"
863,TobyMac
864,"Charly García"
865,Terrian
866,"Leigh Nash"
867,"O Rappa"
868,"Declan McKenna"
869,Bohnes
870,"Arrested Youth"
871,Leeland
872,"Casting Crowns"
873,"Sanctus Real"
874,"Os Paralamas Do Sucesso"
875,"Las Pastillas del Abuelo"
876,"I DONT KNOW HOW BUT THEY FOUND ME"
877,Moderatto
878,"Faith No More"
879,Jet
880,"Blind Melon"
881,Live
882,"The Velvet Underground"
883,"Ella Es Tan Cargosa"
884,"Danna Paola"
885,"KAROL G"
886,"Los Bunkers"
887,"Manuel García"
888,"Empire of the Sun"
889,"BLUE ENCOUNT"
890,"Survive Said The Prophet"
891,"Bryce Fox"
892,"Matthew West"
893,Flört
894,"Los Tipitos"
895,Esteman
896,"Tan Bionica"
897,"Highly Suspect"
898,Wolfmother
899,Hole
900,"Los Abuelos De La Nada"
901,"Creep Hyp"
902,"Paula Pera y el fin de los Tiempos"
903,"Bersuit Vergarabat"
904,"La Vela Puerca"
905,"La Mosca Tse-Tse"
906,"La Renga"
907,"The Technicolors"
908,Cidergirl
909,"Alter Bridge"
910,Weathers
911,MISSIO
912,"Matt Maher"
913,"Los Piojos"
914,"Catupecu Machu"
915,"Bandalos Chinos"
916,"Adan Jodorowsky"
917,"Panteon Rococo"
918,P.O.D.
919,Sumo
920,Enjambre
921,Everclear
922,Gondwana
923,"Tex Tex"
924,"Saint Motel"
925,"Living Colour"
926,"The Servant"
927,"Drowning Pool"
928,"Patricio Rey y sus Redonditos de Ricota"
929,"Marcelo Nova"
930,Caifanes
931,Divididos
932,Pitty
933,Guasones
934,"The Adams"
935,"NX Zero"
936,"Fountains Of Wayne"
937,Pulp
938,"Los Rodriguez"
939,Interpuesto
940,"Crazy Town"
941,RAC
942,"Louis The Child"
943,Hinder
944,"Goodnight Fellows"
945,"Watt White"
946,Audioslave
947,"Phil Wickham"
948,"Kari Jobe"
949,"Ne Jupiter"
950,"Mancha De Rolando"
951,RZO
952,Kapanga
953,Atreyu
954,"Comisario Pantera"
955,"Luis Humberto Navejas"
956,Callejeros
957,"Jeremy Camp"
958,Semisonic
959,"LCD Soundsystem"
960,Soulwax
961,"La 25"
962,"Alejandro Vazquez"
963,Phosphorescent
964,"Pearl Jam"
965,"Zayde Wølf"
966,Slank
967,"Machine Head"
968,"Los Caballeros De La Quema"
969,"The Wallflowers"
970,"Los Hermanos"
971,Eels
972,"Steve Earle"
973,"Los Estramboticos"
974,"White Zombie"
975,"Jane's Addiction"
976,"Rend Collective"
977,"We The Kingdom"
978,Clutch
979,blackbear
980,Incubus
981,"A Rocket To The Moon"
982,Lupa
983,"Three Days Grace"
984,"Maria Rita / 1134893"
985,"Café Tacvba"
986,Virus
987,"Bombay Bicycle Club"
988,"Michael W. Smith"
989,Fuel
990,"Las Pelotas"
991,"Type O Negative"
992,"The Dandy Warhols"
993,"No Te Va Gustar"
994,Estelares
995,"Serú Girán"
996,"Los Gardelitos"
997,"The Glitch Mob"
998,Toploader
999,"Erich Lee"
1000,Rammstein
1001,"Future Royalty"
1002,"Black Veil Brides"
1003,Slayer
1004,Birileri
1005,"La Portuaria"
1006,"Jóvenes Pordioseros"
1007,"Lady Antebellum"
1008,"Siouxsie and the Banshees"
1009,"El Cuarteto De Nos"
1010,"La Verbena Popular"
1011,"Celso Piña"
1012,"Luis Alberto Spinetta"
1013,"Fernando Ruiz Diaz"
1014,"Foreign Air"
1015,"Jessie Reyez"
1016,"Blonde Redhead"
1017,"Young Saab"
1018,"Palaye Royale"
1019,"Wolf Alice"
1020,"Büyük Ev Ablukada"
1021,"Ciro y los Persas"
1022,"Conociendo Rusia"
1023,"Efek Rumah Kaca"
1024,"Pedro Fernández"
1025,"La Franela"
1026,"Draco Rosa"
1027,"Soda Stereo"
1028,"The Screaming Jets"
1029,Mastodon
1030,"Santa Fe Klan"
1031,"Juan Ingaramo"
1032,"Saint Chaos"
1033,"The Struts"
1034,"Emmanuel Horvilleur"
1035,"Zoe Gotusso"
1036,"División Minúscula"
1037,Skank
1038,Cuca
1039,"Los Fabulosos Cadillacs"
1040,Static-X
1041,"La Gusana Ciega"
1042,Newsboys
1043,Dorothy
1044,"Pescado Rabioso"
1045,"Fernando Delgadillo"
1046,"The Presidents Of The United States Of America"
1047,"Emiliano Brancciari"
1048,Seether
1049,"Amy Lee"
1050,"Alice In Chains"
1051,XYLØ
1052,"for KING & COUNTRY"
1053,Gece
1054,TOOL
1055,"Ratones Paranoicos"
1056,Inhaler
1057,"Yaşlı Amca"
1058,"Yüzyüzeyken Konuşuruz"
1059,"Ximena Sariñana"
1060,"Los Daniels"
1061,"Marilina Bertoldi"
1062,"Joe Vasconcellos"
1063,Anthrax
1064,"Fidel Nadal"
1065,"Public Enemy"
1066,half•alive
1067,"Peter Bjorn and John"
1068,"Chris Cornell"
1069,LOUTA
1070,"Brooke Ligertwood"
1071,"İnsan Mıyız"
1072,"Sleeping Wolf"
1073,"Sick Puppies"
1074,"Batu Akdeniz"
1075,"Camilo Séptimo"
1076,"Samantha Barrón"
1077,Inspector
1078,"Michael Fossenkemper"
1079,Sepultura
1080,"Skay Beilinson"
1081,Lucybell
1082,Amaarae
1083,"Kali Uchis"
1084,Moliy
1085,GAYLE
1086,"THE ANXIETY"
1087,WILLOW
1088,"Tyler Cole"
1089,"Linkin Park"
1090,"Bella Poarch"
1091,"Oliver Tree"
1092,Slipknot
1093,Gorillaz
1094,Beck
1095,"Robin Schulz"
1096,"Florence + The Machine"
1097,"Avenged Sevenfold"
1098,"Mon Laferte"
1099,Guaynaa
1100,"Justine Skye"
1101,Tyga
1102,Evanescence
1103,Disturbed
1104,"Enrique Bunbury"
1105,xxtristanxo
1106,"The Wild"
1107,"DJ Shadow"
1108,"Mos Def"
1109,Kiiara
1110,"Qveen Herby"
1111,"Higuchi Ai"
1112,"Crystal Castles"
1113,"Royal & the Serpent"
1114,MARINA
1115,"Freddie Gibbs"
1116,"Moneybagg Yo"
1117,Shinedown
1118,"Breaking Benjamin"
1119,"Tame Impala"
1120,"Bootie Brown"
1121,"System Of A Down"
1122,Kavinsky
1123,"Princess Nokia"
1124,"Chri$tian Gate$"
1125,"Kid Rock"
1126,"Sheryl Crow"
1127,"Bob Seger"
1128,"Ice Nine Kills"
1129,"Little Simz"
1130,"Snoh Aalegra"
1131,"Rico Nasty"
1132,"Flo Milli"
1133,Marshmello
1134,"Lamb of God"
1135,"Genevieve Stokes"
1136,Ruel
1137,"Cookiee Kawaii"
1138,"Dear Silas"
1139,"Baby Tate"
1140,Gatlin
1141,"Janelle Monáe"
1142,"Zoë Kravitz"
1143,"Loyle Carner"
1144,"Jorja Smith"
1145,"La Roux"
1146,"GAMPER & DADONI"
1147,"FKA twigs"
1148,"The Weeknd"
1149,"The Knocks"
1150,Dragonette
1151,"Rivers Cuomo"
1152,"Sevyn Streeter"
1153,"Ol' Dirty Bastard"
1154,Halestorm
1155,"Vicente Garcia"
1156,Kelis
1157,"Rich Travali"
1158,Elaine
1159,Gojira
1160,"Sturgill Simpson"
1161,"James Blake"
1162,"Travis Scott"
1163,"Metro Boomin"
1164,"Lil' Kim"
1165,"Lil' Cease"
1166,"The Notorious B.I.G."
1167,"Chris Brown"
1168,"Teyana Taylor"
1169,"Limp Bizkit"
1170,Mahalia
1171,Curren$y
1172,"August Alsina"
1173,"Lil Wayne"
1174,Octavian
1175,Skepta
1176,JPEGMAFIA
1177,"Tommy Genesis"
1178,"The Chemical Brothers"
1179,"Gaby Moreno"
1180,AFI
1181,"Will Joseph Cook"
1182,"chloe moriondo"
1183,Grimes
1184,Duckwrth
1185,Shaboozey
1186,"Holly Humberstone"
1187,"Jacob Collier"
1188,JoJo
1189,Tinashe
1190,"ScHoolboy Q"
1191,"Pharoahe Monch"
1192,"Moonchild Sanelly"
1193,Juls
1194,Mellissa
1195,"Dj Radix"
1196,P.Priime
1197,Jesse
1198,"Oh No"
1199,"Pusha T"
1200,Stormzy
1201,"BJ The Chicago Kid"
